Date,Burrard at Cornwall,Canada Line Bridge at West Kent,Comox at Thurlow,Dunsmuir Viaduct,East 10th at Clark,Hornby and Robson,Lions Gate Bridge at Spirit Trail,Ontario and 11th,Point Grey at Stephens,Point Grey at Volunteer Park,Seawall 2nd Beach Pool,Seawall at Creekside Community Centre,Seawall at David Lam Park,Seawall at Harbour Green Park,Seawall at HMS Discovery,Seawall at Science World,Smithe at Expo,Stephens at Point Grey,Union at Hawks
"February 14, 2021",251,28,140,122,0,198,20,52,72,85,0,164,135,63,54,312,,20,168
"February 15, 2021",722,50,179,168,0,260,70,159,313,393,0,525,558,240,309,843,,119,428
"February 16, 2021",2384,335,418,888,0,916,306,767,848,1122,0,1364,1337,562,623,2598,,323,1713
"February 17, 2021",2996,528,455,1034,0,1032,462,1044,1209,1513,0,1796,1740,711,685,3356,,380,2108
"February 18, 2021",1309,183,298,678,0,709,168,491,311,450,0,561,452,195,113,1422,,150,1168
"February 19, 2021",1832,273,421,756,0,860,261,694,652,865,0,1037,973,439,322,2124,,243,1410
"February 20, 2021",2195,508,345,468,0,561,350,810,1246,1474,0,1451,1578,589,688,2546,,369,1327
"February 21, 2021",947,210,225,292,0,347,113,335,459,579,0,728,716,250,305,1137,,158,616
"February 22, 2021",2561,452,427,938,0,958,397,896,1149,1455,0,1782,1840,656,662,3162,,378,1926
"February 23, 2021",2730,441,506,1046,0,1046,415,964,1047,1370,0,1654,1596,626,565,3194,,370,1993
"February 24, 2021",2501,414,455,1028,0,981,353,896,926,1192,0,1402,1294,572,445,2836,,319,1926
"February 25, 2021",1862,242,458,628,0,785,226,528,664,816,0,1010,1008,450,363,1875,,203,1128
"February 26, 2021",2723,411,563,1030,0,1069,424,987,1119,1385,0,1910,1856,799,725,3387,,343,2200
"February 27, 2021",3269,883,448,690,0,678,660,1160,2001,2398,0,2492,2495,1076,1400,3962,,527,2116
"February 28, 2021",805,131,217,225,0,339,118,276,355,458,0,486,522,170,246,886,,122,567
"March 1, 2021",2651,424,428,985,0,1068,380,906,1172,1457,0,1576,1684,678,712,3061,,397,1865
"March 2, 2021",2528,427,456,1047,0,1091,395,970,904,1162,0,1443,1440,601,506,2879,,356,1954
"March 3, 2021",2990,547,468,1057,0,1129,512,1135,1167,1574,0,1931,1800,740,674,3573,,424,2190
"March 4, 2021",1800,318,391,819,0,852,278,680,544,698,0,882,823,365,294,1945,,174,1479
"March 5, 2021",2124,290,408,849,0,871,255,739,108,1082,0,1310,1211,508,468,2463,,292,1555
"March 6, 2021",2906,609,441,628,0,805,480,1030,0,2274,0,2259,2201,928,1232,3403,,499,1821
"March 7, 2021",1485,225,301,297,0,437,173,506,0,1029,0,1080,1114,447,597,1709,,219,839
"March 8, 2021",3495,608,509,1140,0,1144,606,1178,0,2025,0,2453,2547,974,1088,4305,,547,2502
"March 9, 2021",2937,542,508,1184,0,1157,498,1090,0,1454,0,1758,1743,635,654,3483,,423,2269
"March 10, 2021",3668,660,544,1270,0,1226,598,1251,0,2069,0,2323,2359,868,982,4228,,550,2491
"March 11, 2021",3598,621,596,1230,0,1292,599,1213,0,1854,0,2369,2412,1007,1077,4196,,517,2550
"March 12, 2021",3239,602,580,1152,0,1303,524,1221,0,1691,0,2292,0,864,934,4014,,443,2374
"March 13, 2021",5996,1576,682,973,0,1101,1420,1936,0,4580,0,4934,0,1919,2957,7006,,984,3378
"March 14, 2021",896,137,250,197,0,358,92,323,0,504,0,548,0,278,269,1044,,123,567
"March 15, 2021",3552,630,505,1078,0,1118,603,1206,0,2148,0,2866,0,1149,1414,4651,,549,2443
"March 16, 2021",3657,648,534,1224,0,1261,608,1280,0,2109,0,2646,0,1049,1405,4446,,495,2572
"March 17, 2021",3661,772,610,1244,0,1232,673,1280,0,2228,0,2653,0,1154,1348,4612,,555,2583
"March 18, 2021",1580,210,377,730,0,816,211,576,0,721,0,748,0,324,251,1708,,193,1249
"March 19, 2021",1445,230,360,645,0,794,156,558,0,654,0,802,0,364,308,1601,,159,1110
"March 20, 2021",2247,538,351,505,0,641,336,810,0,1550,0,1558,0,664,910,2555,,395,1378
"March 21, 2021",594,90,170,164,0,221,63,205,0,266,0,312,0,114,141,644,,57,365
"March 22, 2021",3993,694,525,1117,0,1248,688,1334,0,2395,0,3052,0,1332,1683,4918,,603,2686
"March 23, 2021",3128,591,553,1138,0,1216,484,1090,0,1695,0,1950,0,873,987,3400,,445,2145
"March 24, 2021",1412,219,356,611,0,746,156,510,0,603,0,816,0,416,316,1692,,172,1062
"March 25, 2021",4309,774,660,1379,0,1272,708,1381,0,2822,0,3466,0,1307,1814,5383,,659,2997
"March 26, 2021",3943,775,653,1079,0,1357,685,1336,0,2399,0,3025,0,1196,1765,4750,,601,2554
"March 27, 2021",2578,671,490,603,0,643,466,889,0,1800,0,1915,0,794,1143,2854,,454,1475
"March 28, 2021",917,112,244,244,0,398,86,272,0,546,0,638,0,269,317,1040,,124,606
"March 29, 2021",4100,778,563,1139,0,1205,694,1282,0,2574,0,2908,0,1245,1614,4868,,636,2704
"March 30, 2021",3677,706,604,1213,0,1100,608,1207,0,1862,0,2253,0,945,1174,4123,,515,2538
"March 31, 2021",4786,864,701,1308,0,1218,817,1483,0,3005,0,3159,0,1286,1635,5350,,743,2885
"April 1, 2021",3212,505,593,1101,0,1049,455,1032,0,1756,0,2138,0,873,950,3832,,451,2201
"April 2, 2021",4276,1047,496,714,0,749,836,1384,0,3071,0,3366,0,1344,2078,5028,,692,2344
"April 3, 2021",1435,209,314,386,0,371,169,469,0,779,0,1165,0,425,571,1766,,174,953
"April 4, 2021",5337,1340,540,804,0,797,1258,1627,0,4412,0,5288,0,2107,3675,7312,,921,3123
"April 5, 2021",5348,1126,613,1023,0,980,1067,1773,0,4283,0,5043,0,1875,3059,6984,,927,3099
"April 6, 2021",4298,757,631,1316,0,1196,774,1426,0,2619,0,2984,0,1151,1493,4963,,668,2844
"April 7, 2021",1329,206,318,669,887,665,184,527,0,502,0,658,0,229,164,1468,,146,1135
"April 8, 2021",4647,812,634,1242,2043,1225,768,1582,0,2777,0,2935,0,1037,1259,4995,,747,2838
"April 9, 2021",1511,225,369,671,865,675,185,578,0,568,0,611,0,248,147,1548,,156,1080
"April 10, 2021",4745,1066,655,877,1928,817,981,1701,0,3360,0,4072,0,1636,2404,6087,,756,3081
"April 11, 2021",5400,1321,577,747,1948,816,1220,1638,0,4204,0,4711,0,1621,2743,6627,,1014,2799
"April 12, 2021",4623,765,627,1279,2099,1243,735,1563,0,2931,0,3344,0,1210,1469,5429,,777,2940
"April 13, 2021",5395,914,774,1509,2256,1389,951,1839,0,3395,0,3724,0,1402,1620,6236,,913,3581
"April 14, 2021",5676,976,753,1528,0,1411,1021,1907,0,3871,0,4155,0,1465,1796,6791,,1005,3703
"April 15, 2021",5906,978,726,1509,0,1403,1001,1990,0,3987,0,4308,0,1592,1893,7013,,989,3714
"April 16, 2021",6391,1093,844,1470,0,1450,1099,2062,0,4486,0,5161,0,1744,2254,7717,,1129,4053
"April 17, 2021",8662,1975,842,1281,0,1102,1932,2667,0,8530,0,7701,0,2765,4461,10518,,1969,4813
"April 18, 2021",7720,1898,798,1128,0,1160,1806,2320,0,7242,0,7073,0,2876,4524,9653,,1690,4251
"April 19, 2021",5287,863,679,1543,0,1458,934,1766,0,3553,0,4119,0,1568,1819,6544,,913,3488
"April 20, 2021",6193,929,842,1631,0,1597,1099,2062,0,3983,0,4260,0,1636,1870,6980,,1132,4062
"April 21, 2021",5981,1098,758,1595,0,1533,1115,1852,0,3839,0,4252,0,1536,1686,6792,,1042,3841
"April 22, 2021",6009,1041,785,1675,0,1501,1140,2021,0,4025,0,4433,0,1636,2103,7158,,1040,3984
"April 23, 2021",3597,601,570,1137,0,1085,524,1174,0,1911,0,2094,0,815,816,3800,,490,2299
"April 24, 2021",1281,222,302,349,0,322,155,515,0,747,0,863,0,326,356,1545,,185,878
"April 25, 2021",1498,281,289,347,0,368,202,453,0,963,0,1049,0,404,603,1690,,242,889
"April 26, 2021",5179,850,643,1320,0,1290,883,1674,0,3309,0,3657,0,1342,1737,5926,,835,3144
"April 27, 2021",4366,790,683,1323,0,1312,765,1446,0,2384,0,2396,0,1054,1068,4473,,651,2885
"April 28, 2021",2474,381,480,0,0,933,340,945,0,1134,0,1210,0,508,472,2590,,346,1772
"April 29, 2021",5246,967,698,0,0,1328,985,1707,0,3122,0,3236,0,1365,1547,5434,,920,3250
"April 30, 2021",2944,472,537,0,0,1009,428,1022,0,1786,0,2116,0,729,894,3512,,468,2059
"May 1, 2021",6964,1785,772,0,0,1129,1584,2375,0,5925,0,6258,0,2126,3071,8810,,1315,4063
"May 2, 2021",7335,1892,720,0,0,1026,1791,2173,0,6222,0,6278,0,2430,3553,8663,,1358,4178
"May 3, 2021",2232,346,446,0,0,905,328,810,0,842,0,1103,0,463,370,2232,,274,1773
"May 4, 2021",6569,1069,844,0,0,1612,286,2040,0,3979,0,4315,0,1728,2035,7061,,1052,3926
"May 5, 2021",5296,1018,705,0,0,1386,0,1822,0,2986,0,3293,0,1240,1368,5658,,878,3433
"May 6, 2021",3012,397,555,0,0,1065,0,1064,0,1388,0,1535,0,672,607,3086,,370,2120
"May 7, 2021",5020,819,728,0,0,1460,0,1700,0,3045,0,3369,0,1198,1416,5624,,742,3197
"May 8, 2021",4662,1326,576,0,0,781,0,1616,0,3397,0,3275,3394,1259,1621,5323,,852,2815
"May 9, 2021",6862,1647,676,0,0,1041,0,2157,0,5776,0,6213,6221,2258,3705,8482,,1273,3673
"May 10, 2021",5393,884,656,0,0,1537,0,1771,0,3179,0,3720,3821,1471,1871,6157,,938,3555
"May 11, 2021",6607,1121,813,0,0,1906,0,2219,0,4244,0,4458,4752,1716,1993,7229,,1128,4080
"May 12, 2021",3992,626,593,0,0,1202,0,1360,0,2259,0,2497,2708,1021,1167,4343,,658,2640
"May 13, 2021",7275,1249,793,0,0,1733,0,2341,0,4873,0,5013,5431,1934,2270,8045,,1234,4566
"May 14, 2021",6975,1114,900,0,0,1581,0,2382,0,5023,0,5239,5427,1854,2242,8171,,1185,4385
"May 15, 2021",8765,1903,880,0,0,1475,0,2710,0,7689,0,7394,7739,2703,4034,10595,,1549,5316
"May 16, 2021",8186,2097,820,0,0,1198,0,2489,0,7950,0,7397,7658,2940,4437,10194,,1652,4718
"May 17, 2021",2741,374,468,0,0,1082,0,888,0,1261,0,1435,1350,570,547,2860,,365,1976
"May 18, 2021",4330,648,703,0,0,1393,0,1506,0,2481,0,2711,2964,1101,1292,4863,,710,2800
"May 19, 2021",4612,839,711,0,0,1483,0,1601,0,2290,0,2810,2721,1024,1019,4967,,666,3051
"May 20, 2021",6444,1109,819,0,0,1717,0,2165,0,3925,0,4209,4341,1578,1861,7018,,1073,4016
"May 21, 2021",6736,1163,848,0,0,1703,0,2162,0,4585,0,5107,5447,1921,2591,7978,,1122,4368
"May 22, 2021",8943,1995,793,0,0,1370,0,2645,0,7764,0,7348,7588,3233,4669,10395,,1653,5134
"May 23, 2021",4918,1505,567,0,0,889,0,1560,0,3880,0,3872,3987,1764,2663,5665,,814,2897
"May 24, 2021",1050,173,277,0,0,294,0,337,0,684,0,881,759,297,363,1233,,137,741
"May 25, 2021",5433,863,759,0,0,1529,0,1751,0,3392,0,3682,3826,1539,1759,5911,,936,3462
"May 26, 2021",3804,654,601,0,0,1334,0,1269,0,1807,0,2097,2009,809,767,3804,,579,2449
"May 27, 2021",1623,205,421,0,0,811,0,633,0,660,0,784,695,390,240,1686,,205,1267
"May 28, 2021",5537,951,800,0,0,1561,0,1841,0,3435,0,3913,3875,1500,1725,6413,,909,3691
"May 29, 2021",8948,2173,919,0,0,1355,0,2634,0,7513,0,7233,7304,3096,4315,10204,,1566,5174
"May 30, 2021",5304,1537,677,0,1975,985,1278,1659,0,3950,0,4278,4394,1969,0,6349,,847,3068
"May 31, 2021",5447,958,847,0,2500,1608,914,1850,0,3255,0,3868,4023,1591,0,6406,,840,3655
"June 1, 2021",7986,1242,889,0,3006,1946,1347,2336,0,5561,0,5750,6295,2368,0,8801,,1330,4797
"June 2, 2021",7474,1197,832,0,3106,1845,1279,2319,0,5354,0,5347,5610,2150,0,8424,,1418,4571
"June 3, 2021",6994,1091,852,0,2895,1838,1222,2302,0,4303,0,4721,0,1818,0,7814,,1143,4286
"June 4, 2021",4505,767,719,0,2080,1407,834,1484,0,2279,0,2624,0,1061,0,4573,,639,3078
"June 5, 2021",4662,1293,590,0,1767,929,796,1510,0,3341,0,3659,0,1504,0,5367,,740,2897
"June 6, 2021",1809,509,343,0,656,489,305,558,0,1108,0,974,0,429,0,1747,,282,994
"June 7, 2021",4631,778,732,0,2014,1368,756,1472,0,2819,0,3037,0,1334,0,5128,,771,3061
"June 8, 2021",7133,1037,956,0,2853,1934,1257,2166,0,4588,0,4680,0,1934,0,7520,,1186,4190
"June 9, 2021",5381,1030,739,0,2390,1609,830,1755,0,3240,0,3546,0,1384,0,6028,,858,3415
"June 10, 2021",4821,855,678,0,2151,1474,788,1536,0,2732,0,2697,0,1122,0,4998,,758,3073
"June 11, 2021",2789,407,487,0,1304,622,421,899,0,1218,0,1314,0,684,0,2684,,349,1875
"June 12, 2021",6206,1681,718,0,2404,1163,1443,2018,0,4994,0,5036,0,2114,0,7390,,1156,3922
"June 13, 2021",1127,195,306,0,515,364,156,392,0,640,0,845,0,370,0,1356,,149,769
"June 14, 2021",3972,577,646,0,1703,238,545,1313,0,2266,0,2528,0,1169,0,4463,,620,2548
"June 15, 2021",4447,723,670,0,1867,37,617,1425,0,2591,0,2684,0,1193,0,4739,,736,2714
"June 16, 2021",6852,1186,885,0,702,2,1185,2176,0,4399,0,4653,0,1858,0,7573,,1169,4218
"June 17, 2021",7030,1225,925,0,0,1,1263,2294,0,4642,0,4902,0,1950,0,8010,,1054,4380
"June 18, 2021",6063,1005,836,0,2569,49,1010,2056,0,3857,0,4232,0,1915,0,7078,,841,3982
"June 19, 2021",6306,1519,701,0,2411,2,1565,1847,0,4951,0,5167,0,2514,0,7724,,1079,3947
"June 20, 2021",6905,1481,670,0,0,111,1543,1894,0,6788,0,6447,0,2879,0,8619,,1307,3784
"June 21, 2021",6000,935,805,0,0,8,990,1814,0,4423,0,4537,0,1943,0,7129,,1094,3918
"June 22, 2021",6951,1073,899,0,0,1014,1164,2068,0,4624,0,4680,0,2044,0,7757,,1153,4218
"June 23, 2021",6811,1066,905,0,0,1177,1201,2050,0,4307,0,4343,0,1870,0,7418,,1128,4125
"June 24, 2021",6714,998,915,0,0,1814,1122,2000,0,4236,0,4355,0,2001,0,7282,,1031,4088
"June 25, 2021",6170,886,883,0,0,1743,947,1876,0,4249,0,4453,0,1935,0,7212,,961,3917
"June 26, 2021",6372,1091,718,0,0,1009,1206,1576,0,6085,0,4616,0,2376,0,6383,,1350,3028
"June 27, 2021",4711,657,605,0,0,814,887,1014,0,4235,0,3315,0,1783,0,4807,,903,2112
"June 28, 2021",3645,386,615,0,0,1284,434,821,0,2441,0,2126,0,1239,0,3678,,585,1935
"June 29, 2021",4655,587,755,0,0,1571,597,1171,0,3011,0,2877,0,1712,0,4917,,797,2575
"June 30, 2021",5891,863,846,0,0,1756,844,1700,0,3569,0,3752,0,1777,0,6215,,875,3381
"July 1, 2021",6768,1511,769,0,0,1267,1311,1822,0,4794,0,5726,0,2843,0,7852,,989,3713
"July 2, 2021",5641,942,865,0,0,1638,945,1629,0,3779,0,4657,0,2449,0,7002,,811,3368
"July 3, 2021",6722,1266,777,0,0,1253,1392,1738,0,5247,0,5671,0,3025,0,7774,,1024,3452
"July 4, 2021",6540,1568,706,0,0,1106,1359,1727,0,5057,0,5506,0,3107,0,7656,,1017,3348
"July 5, 2021",5784,914,822,0,0,1710,1041,1781,0,3751,0,3994,0,2040,0,6615,,942,3737
"July 6, 2021",6470,971,892,0,0,1822,1133,1998,0,4177,0,4300,0,2171,0,7210,,1096,4027
"July 7, 2021",5907,944,858,0,0,1820,984,1775,0,3421,0,3616,0,1579,0,6236,,886,3584
"July 8, 2021",5768,949,893,0,0,1766,996,1884,0,2932,0,3699,0,1800,0,6211,,771,3715
"July 9, 2021",5965,895,896,0,0,1713,290,1830,0,3857,0,4372,0,2070,0,6854,,773,3767
"July 10, 2021",6990,1550,838,0,0,1366,0,1919,0,5629,0,5754,0,2945,0,8206,,1093,4060
"July 11, 2021",6479,1469,801,0,0,1194,0,1847,0,4959,0,5472,0,2893,0,7566,,1093,3371
"July 12, 2021",5871,874,834,0,0,1763,0,1691,0,3746,0,4207,0,2171,0,6620,,880,3393
"July 13, 2021",6864,990,927,0,0,755,0,1944,0,4291,0,4462,0,2246,0,7345,,1113,3927
"July 14, 2021",6792,1026,918,0,0,3,0,2080,0,4191,0,4377,0,2080,0,7401,,1084,3962
"July 15, 2021",6223,1177,971,0,0,4,0,1942,0,3640,0,4313,0,1912,0,7183,,864,3821
"July 16, 2021",4860,825,788,0,0,123,0,1541,0,2508,0,2974,0,1622,0,5223,,633,3065
"July 17, 2021",5463,1275,675,0,0,206,0,1556,0,3921,0,4395,0,2383,0,6392,,861,3083
"July 18, 2021",6754,1651,761,0,0,215,0,1688,0,5302,0,6073,0,2994,0,8273,,1174,3438
"July 19, 2021",5816,890,829,0,0,16,0,1798,0,3550,0,4363,0,2119,0,6931,,908,3492
"July 20, 2021",6612,889,968,0,0,2,0,2052,0,3933,0,4218,0,2246,0,7079,,956,3798
"July 21, 2021",5921,960,886,0,0,0,0,1909,0,3317,0,3893,0,1980,0,6552,,877,3507
"July 22, 2021",6308,1106,963,0,0,16,0,2015,0,3749,0,4275,0,2267,0,7104,,909,3745
"July 23, 2021",5681,904,881,0,0,5,0,1756,0,3495,0,4192,0,2326,0,6891,,830,3533
"July 24, 2021",7006,1598,845,0,0,10,0,1787,0,5470,0,5398,0,2917,0,7968,,1109,3756
"July 25, 2021",6405,1434,745,0,0,11,0,1740,0,5100,0,5440,0,0,0,7505,,1028,3051
"July 26, 2021",5730,854,823,0,0,6,0,1725,0,3384,0,4017,0,0,0,6433,,869,3207
"July 27, 2021",6515,1037,893,0,0,5,0,2016,0,3838,0,4527,0,0,0,7357,,926,3681
"July 28, 2021",6550,1013,1007,0,0,6,0,1997,0,3868,0,4196,0,0,0,6862,,964,3440
"July 29, 2021",6218,1064,919,0,0,66,0,1973,0,3695,0,4134,0,0,0,6837,,902,3450
"July 30, 2021",5840,843,854,0,0,6,0,1610,0,3520,0,3995,0,0,0,6312,,902,3057
"July 31, 2021",5227,1148,726,0,0,4,0,1392,0,3339,0,4212,0,0,0,6028,,709,2779
"August 1, 2021",5477,1201,789,0,0,1,0,1307,0,3824,0,4880,0,0,0,6577,,749,2547
"August 2, 2021",6124,1362,742,0,0,4,0,1501,0,4983,0,5436,0,0,0,7376,,1109,2803
"August 3, 2021",5817,855,948,0,0,3,0,1715,0,3299,0,3891,0,0,0,6400,,846,3217
"August 4, 2021",6449,937,941,0,0,2,0,2045,0,4067,0,4513,0,0,0,7177,,993,3748
"August 5, 2021",6222,1147,977,0,0,1,0,1961,0,3609,0,4082,0,0,0,6796,,839,3595
"August 6, 2021",5014,810,862,0,0,3,0,1568,0,2492,0,3385,0,0,0,5742,,585,3019
"August 7, 2021",1776,375,402,0,0,1,0,612,0,1014,0,1273,0,0,0,2102,,249,1094
"August 8, 2021",4802,1253,704,0,0,1,0,1438,0,3526,0,3900,0,0,0,5765,,779,2484
"August 9, 2021",5398,916,820,0,0,1,0,1687,0,3145,0,3872,0,0,0,6247,,766,3238
"August 10, 2021",6734,1090,955,0,0,1,0,2052,0,4021,0,4499,0,0,0,7449,,986,3886
"August 11, 2021",6569,1021,1013,0,0,5,0,2114,0,4116,0,4449,0,0,0,7262,,1036,3857
"August 12, 2021",5949,981,956,0,0,0,0,1863,0,3870,0,3901,0,0,0,6472,,898,3493
"August 13, 2021",4577,595,828,0,0,3,0,1246,0,2458,0,2905,0,0,0,4876,,531,2397
"August 14, 2021",4441,919,718,0,0,5,0,1251,0,3325,0,3765,0,0,0,5371,,715,2324
"August 15, 2021",5722,1454,752,0,0,4,0,1570,0,4276,0,5029,0,0,0,7274,,915,2949
"August 16, 2021",2430,418,486,0,0,1,0,892,0,1083,0,1398,0,0,0,2807,,293,1704
"August 17, 2021",5843,931,850,0,0,3,0,1821,0,3347,0,3896,0,0,0,6290,,790,3339
"August 18, 2021",6126,1055,902,0,0,0,0,1917,0,3540,0,4064,0,0,0,6679,,888,3663
"August 19, 2021",6117,1123,928,0,0,2,0,1853,0,3613,0,4139,0,0,0,6989,,862,3742
"August 20, 2021",3086,520,669,0,0,2,0,1132,0,1335,0,1759,0,0,0,3287,,320,2047
"August 21, 2021",5402,1352,817,0,0,1,0,1487,0,3429,0,4047,0,0,0,6013,,707,2915
"August 22, 2021",5176,1107,800,0,0,0,0,1417,0,3724,0,4306,0,0,0,6203,,759,2732
"August 23, 2021",4815,777,767,0,0,1,0,1560,0,2778,0,3459,0,0,0,5595,,716,3131
"August 24, 2021",6554,1000,972,0,0,1,0,2067,0,4002,0,4542,0,0,0,7385,,989,3791
"August 25, 2021",6425,1052,933,0,0,1,0,1879,0,3732,0,4100,0,0,0,6993,,989,3799
"August 26, 2021",2460,389,555,0,0,2,0,876,0,0,0,1166,0,0,0,2531,,247,1791
"August 27, 2021",4324,646,816,0,0,0,0,1370,0,2270,0,3078,0,0,0,5110,,0,2792
"August 28, 2021",6861,2061,824,0,0,1,0,1894,0,0,0,5563,0,0,0,7767,,0,3518
"August 29, 2021",6411,1446,791,0,0,2,0,1731,0,0,0,5564,0,0,0,7582,,0,3349
"August 30, 2021",3617,533,681,0,0,1,0,1246,0,0,0,1918,0,0,0,3896,,0,2345
"August 31, 2021",4237,678,751,0,0,3,0,1471,0,0,0,2538,0,0,0,4398,,0,0
"September 1, 2021",5900,1002,939,1756,2434,0,2174,0,0,2813,0,4073,0,1990,0,6727,0,868,3651
"September 2, 2021",6266,1178,946,1668,2296,3,2126,0,0,3922,0,4451,0,2179,0,7021,0,927,3780
"September 3, 2021",5021,818,872,1528,1936,1,1736,0,0,2733,0,3635,0,1949,0,5922,0,607,3134
"September 4, 2021",2097,605,395,540,864,0,768,0,0,1157,0,1230,0,781,0,2021,0,285,1162
"September 5, 2021",3563,670,595,689,1291,0,1194,0,0,2467,0,3044,0,1928,0,4398,0,498,2022
"September 6, 2021",6553,1758,762,1098,1954,3,2744,0,0,5499,0,5972,0,3103,0,8021,0,1017,3436
"September 7, 2021",5933,917,944,1864,2238,0,1958,0,0,3480,0,4183,0,1838,0,6763,0,897,3706
"September 8, 2021",4898,704,818,1791,2103,3,1423,0,0,2587,0,2879,0,1317,0,5270,0,719,3118
"September 9, 2021",5430,896,921,1881,2660,1,1708,0,0,2988,0,3446,0,1722,0,6111,0,814,3573
"September 10, 2021",5080,771,916,1635,2295,4,1616,0,0,2597,0,3151,0,1769,0,5624,0,684,3291
"September 11, 2021",2625,546,504,671,1094,1,1060,0,0,1398,0,1462,0,954,0,2504,0,335,1640
"September 12, 2021",4966,1076,652,828,1609,0,1828,0,0,3601,0,4249,0,2045,0,6023,0,804,2821
"September 13, 2021",5046,844,823,1683,2214,1,1735,0,0,2631,0,3186,0,1616,0,5603,0,817,3239
"September 14, 2021",2075,263,497,1087,1385,3,684,0,0,811,0,806,0,354,0,2101,0,269,1671
"September 15, 2021",5301,663,837,1884,2598,1,1816,0,0,2776,0,3279,0,1635,0,5727,0,771,3576
"September 16, 2021",5391,845,905,1708,2423,1,2049,0,0,2887,0,3333,0,1583,0,5928,0,807,3430
"September 17, 2021",859,105,250,442,522,2,265,0,0,277,0,291,0,100,0,836,0,92,683
"September 18, 2021",2773,486,480,675,982,2,750,0,0,1778,0,2063,0,1188,0,3247,0,512,1596
"September 19, 2021",1822,331,477,493,674,2,460,0,0,1184,0,1344,0,721,0,2111,0,304,1207
"September 20, 2021",3734,572,705,1428,1792,0,1176,0,0,1728,0,1919,0,1131,0,3844,0,501,2606
"September 21, 2021",5768,978,874,1894,2291,2,2208,0,0,3135,0,3411,0,1637,0,6140,0,851,3720
"September 22, 2021",3830,574,735,1442,1719,0,1056,0,0,1949,0,2265,0,1090,0,4180,0,531,2624
"September 23, 2021",5213,813,872,1806,2397,1,1727,0,0,2786,0,3397,0,1521,0,5833,0,725,3658
"September 24, 2021",5364,840,856,1798,2055,1,1952,0,0,2792,0,3561,0,1954,0,5971,0,728,3572
"September 25, 2021",6371,1655,818,1187,1955,2,2820,0,0,4465,0,5411,0,2789,0,7820,0,869,3732
"September 26, 2021",666,95,211,196,324,0,137,0,0,301,0,365,0,191,0,747,0,61,458
"September 27, 2021",2232,304,484,999,1136,1,573,0,0,859,0,1038,0,445,0,2265,0,247,1629
"September 28, 2021",3593,533,651,1474,1574,0,1028,0,0,1768,0,2153,0,990,0,3903,0,529,2523
"September 29, 2021",1600,225,381,935,943,0,433,0,0,533,0,598,0,242,0,1626,0,198,1378
"September 30, 2021",1729,212,423,740,764,4,354,0,0,701,0,996,0,502,0,1947,0,175,1224
"October 1, 2021",4636,741,851,1573,1852,5,1636,0,0,2393,0,2972,0,1588,0,5042,0,654,2987
"October 2, 2021",3356,981,605,805,1244,2,1370,0,0,1997,0,2344,0,1364,0,3855,0,468,2122
"October 3, 2021",3685,878,624,747,1212,1,1229,0,0,2513,0,2916,0,1676,0,4375,0,600,2087
"October 4, 2021",4115,666,700,1572,1834,1,1376,0,0,1839,0,2306,0,1116,0,4322,0,553,2867
"October 5, 2021",2129,266,522,1121,1152,0,553,0,0,759,0,920,0,405,0,2250,0,297,1667
"October 6, 2021",3206,477,586,1350,1578,3,862,0,0,1477,0,1656,0,722,0,3390,0,462,2284
"October 7, 2021",3947,693,688,1583,1864,0,1385,0,0,1792,0,2067,0,1016,0,4057,0,549,2794
"October 8, 2021",4048,681,724,1377,1707,2,1412,0,0,1865,0,2241,0,1193,0,4162,0,532,2685
"October 9, 2021",1185,250,310,368,487,1,300,0,0,517,0,636,0,298,0,1163,0,153,719
"October 10, 2021",3487,843,538,652,1027,0,1311,0,0,2221,0,2710,0,1510,0,3870,0,459,1766
"October 11, 2021",3922,1106,583,693,1150,0,1641,0,0,2866,0,3491,0,1740,0,4804,0,625,2085
"October 12, 2021",2010,292,465,1095,1158,1,711,0,0,634,0,781,0,383,0,2033,0,228,1704
"October 13, 2021",2876,436,592,1410,1519,0,969,0,0,1209,0,1337,0,687,0,2978,0,375,2236
"October 14, 2021",1808,265,489,983,1081,1,493,0,0,611,0,769,0,358,0,1822,0,226,1452
"October 15, 2021",983,139,362,578,609,0,261,0,0,310,0,371,0,133,0,999,0,119,837
"October 16, 2021",507,97,212,206,275,0,85,0,0,226,0,277,0,126,0,565,0,51,428
"October 17, 2021",821,160,272,298,359,0,178,0,0,401,0,513,0,220,0,896,0,120,599
"October 18, 2021",3344,583,626,1447,1675,1,1190,0,0,1601,0,1819,0,856,0,3498,0,485,2542
"October 19, 2021",4660,822,839,1861,2036,2,1836,0,0,2358,0,2776,0,1360,0,5052,0,685,3395
"October 20, 2021",1690,251,446,972,997,4,478,0,0,643,0,791,0,314,0,1886,0,199,1508
"October 21, 2021",2471,368,588,1241,1344,0,823,0,0,1104,0,1286,0,621,0,2597,0,322,2090
"October 22, 2021",1783,204,513,965,961,1,462,0,0,628,0,789,0,373,0,1849,0,220,1477
"October 23, 2021",1119,246,323,416,572,1,290,0,0,553,0,686,0,336,0,1290,0,153,837
"October 24, 2021",910,143,353,326,425,0,196,0,0,494,0,552,0,346,0,1013,0,154,663
"October 25, 2021",1364,181,396,789,860,0,392,0,0,519,0,583,0,267,0,1519,0,164,1252
"October 26, 2021",1708,227,418,975,1018,0,536,0,0,658,0,706,0,335,0,1789,0,234,1590
